Tenure,MonthlyCharge,Income,InternetService_Fiber Optic,Contract_One year,Contract_Two Year,TechSupport_Yes,OnlineSecurity_Yes
1.1906395488131079,1.863326022595687,0.11045702757896148,1.1263225740589797,-0.5158908095950774,-0.568420046764166,-0.7745966692414834,-0.7460981943193704
-1.2487851229025315,-0.29552017652756857,-0.3848688477647332,1.1263225740589797,1.9383946784880692,-0.568420046764166,-0.7745966692414834,-0.7460981943193704
0.627313544155695,-0.3529269217907562,-0.7287803219886845,1.1263225740589797,1.9383946784880692,-0.568420046764166,1.2909944487358056,-0.7460981943193704
-1.2391687486495897,1.630901967685156,-1.0893784954586843,-0.8878451191795392,1.9383946784880692,-0.568420046764166,-0.7745966692414834,-0.7460981943193704
1.4044620848964056,0.8147138411795543,-0.5437070462665649,1.1263225740589797,-0.5158908095950774,-0.568420046764166,-0.7745966692414834,-0.7460981943193704
0.9526771494188624,-0.5857117279449975,-0.46647813391885806,1.1263225740589797,-0.5158908095950774,-0.568420046764166,-0.7745966692414834,-0.7460981943193704
-1.0357635174556103,-0.9935206204951417,-0.7707860925011694,-0.8878451191795392,-0.5158908095950774,1.759262372417513,-0.7745966692414834,-0.7460981943193704
-0.9770664239968856,1.921957542899898,0.5685912171269882,1.1263225740589797,-0.5158908095950774,1.759262372417513,-0.7745966692414834,1.3403061522113078
-0.608301413577748,-0.8193954430145611,0.02965168470682726,1.1263225740589797,1.9383946784880692,-0.568420046764166,-0.7745966692414834,-0.7460981943193704
1.0436057327764445,0.6402672921178489,-0.5332096818685905,-0.8878451191795392,-0.5158908095950774,-0.568420046764166,1.2909944487358056,-0.7460981943193704
1.0011387853976836,1.456285627304756,0.23914433866211882,1.1263225740589797,-0.5158908095950774,-0.568420046764166,1.2909944487358056,1.3403061522113078
0.9698087751140311,-0.7601885511411577,-0.9633427432283921,-0.8878451191795392,-0.5158908095950774,-0.568420046764166,-0.7745966692414834,-0.7460981943193704
-0.7693135076629141,-0.7026444078831412,0.3801220168930278,-0.8878451191795392,-0.5158908095950774,-0.568420046764166,-0.7745966692414834,1.3403061522113078
-0.9190759640534623,1.9214477031878996,-0.03390948258961994,-0.8878451191795392,-0.5158908095950774,-0.568420046764166,-0.7745966692414834,-0.7460981943193704
-1.2074734060603431,-1.109587460187905,-0.24543770533124892,1.1263225740589797,-0.5158908095950774,-0.568420046764166,-0.7745966692414834,-0.7460981943193704
-0.9525424644112672,-0.6442373353542117,0.08148208895741157,1.1263225740589797,-0.5158908095950774,1.759262372417513,-0.7745966692414834,-0.7460981943193704
-0.5412676264556708,-0.4694543940831323,0.5633079586289301,1.1263225740589797,1.9383946784880692,-0.568420046764166,1.2909944487358056,1.3403061522113078
1.3529628273898777,-0.8193954430145611,-0.8651233576292375,1.1263225740589797,-0.5158908095950774,-0.568420046764166,-0.7745966692414834,-0.7460981943193704
